"Title:","ACT Composite 25th Percentile Score from the Test Scores - Postsecondary Education Database"
"SubTitle:",""
"Time:","2006 - 2020"
"Unit of Measure:","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"Talmudical Institute of Upstate New York - New York",,,,,,,,,,,,,,
"Talmudical Academy-New Jersey - New Jersey",,,,,,,,,,,,,,
"Sutter County Career Training Center - California",,,,,,,,,,,,,,
"Susquehanna University - Pennsylvania",,,,,,,,23,23,23,23,21,22,
"SUNY College at Potsdam - New York",,,,,,,,,,,20,20,20,
"SUNY College at Old Westbury - New York",,,,19,19,,20,19,20,19,20,19,18,
"Sumner College - Oregon",,,,,,,,,,,,,,
"Sullivan College of Technology and Design - Kentucky",,,,,,,,,,,,,,
"Studio Incamminati - Pennsylvania",,,,,,,,,,,,,,
"Stratford School of Aviation Maintenance Technicians - Connecticut",,,,,,,,,,,,,,
"Stonehill College - Massachusetts",,,,,,,,22,24,25,,,24,23
"Stillman College - Alabama",,,,,14,14,15,17,16,16,16,16,16,14
"Stetson University - Florida",,,,,,,,23,25,22,21,21,21,21
"Sterling College - Vermont",,,,,,,,,,,,,,
"Standard Healthcare Services-College of Nursing - Virginia",,,,,,,,,,,,,,
"Stanbridge University - California",,,,,,,,,,,,,,
"Talmudical Seminary Oholei Torah - New York",,,,,,,,,,,,,,
"Talmudical Yeshiva of Philadelphia - Pennsylvania",,,,,,,,,,,,,,
"Taylor Business Institute - Illinois",,,,,,,,,,,,,,
"TDDS Technical Institute - Ohio",,,,,,,,,,,,,,
"Theatre of Arts - California",,,,,,,,,,,,,,
"The University of the Arts - Pennsylvania",,,,,19,19,18,18,19,19,18,20,18,20
"The North Coast College - Ohio",,,,,,,,,,,,,,
"The New England Conservatory of Music - Massachusetts",,,,,,,,,,,,,,
"The Modern College of Design - Ohio",,,,,,,,,,,,,,
"The Juilliard School - New York",,,,,,,,,,,,,,
"The Creative Center - Nebraska",,,,,,,,,,,,,,
"The College of Westchester - New York",,,,,,,,,,,,,,
"St. Peter's Hospital College of Nursing - New York",,,,,,,,,,,,,,
"The College of Saint Rose - New York",,,,,,,,,,,,20,20,22
"The Chicago School of Professional Psychology at Los Angeles - California",,,,,,,,,,,,,,
"The Catholic University of America - Washington DC",,,,,,,22,22,22,22,21,21,22,21
"The Art Institute of Cincinnati-AIC College of Design - Ohio",,,,,,,,,,,,,,
"The Ailey School - New York",,,,,,,,,,,,,,
"Thaddeus Stevens College of Technology - Pennsylvania",,,,,,,,,,,,,,
"Texas County Technical College - Missouri",,,,,,,,,,,,,,
"Temple University - Pennsylvania",,,,,,,22,22,21,21,21,21,20,20
"Telshe Yeshiva-Chicago - Illinois",,,,,,,,,,,,,,
"The Colburn Conservatory of Music - California",,,,,,,,,,,,,,
"St. Joseph's College of Nursing - New York",,,,,,,,21,22,22,19,19,17,
"St. John Vianney College Seminary - Florida",,,,,,,,,,,,,,
"St Vincent's College - Connecticut",,,,,,,,,,,,,,
"Shasta Bible College and Graduate School - California",,,,,,,,,,,,,,
"Sh'or Yoshuv Rabbinical College - New York",,,,,,,,,,,,,,
"Seton Hill University - Pennsylvania",,,,,,,,19,20,19,,,,
"Seminar L'moros Bais Yaakov - New York",,,,,,,,,,,,,,
"School of Professional Horticulture - New York Botanical Garden - New York",,,,,,,,,,,,,,
"School of Automotive Machinists & Technology - Texas",,,,,,,,,,,,,,
"San Juan Bautista School of Medicine - Puerto Rico",,,,,,,,,,,,,,
"San Francisco Conservatory of Music - California",,,,,,,,,,,,,,
"Shaw University - North Carolina",,,,,,,,,,,,11,13,12
"San Francisco Art Institute - California",,,,,,,,22,20,20,21,20,20,16
"Samaritan Hospital School of Nursing - New York",,,,,,,,,,,,,,
"Salve Regina University - Rhode Island",,,,,,,,23,22,22,22,22,22,21
"Salisbury University - Maryland",,,,,,,,22,22,22,21,22,20,20
"Saline County Career Center - Missouri",,,,,,,,,,,,,,
"Saint Michael's College - Vermont",,,,,,,,23,23,23,22,22,22,21
"Saint Elizabeth College of Nursing - New York",,,,,,,,,,,,,,
"Saint Charles Borromeo Seminary-Overbrook - Pennsylvania",,,,,,,,,,,,,,
"Saint Anthony College of Nursing - Illinois",,,,,,,,,,,,,,
"San Diego Culinary Institute - California",,,,,,,,,,,,,,
"Tiffin University - Ohio",,,,,,,,18,18,18,18,17,18,18
"Shawnee State University - Ohio",,,,18,18,,,,,,,,,
"Shiloh University - California",,,,,,,,,,,,,,
"St Luke's College - Iowa",,,,,,,,19,21,18,21,,,16
"St Louis College of Health Careers-Fenton - Missouri",,,,,,,,,,,,,,
"St Joseph School of Nursing - New Hampshire",,,,,,,,,,,,,,
"Southwest Tennessee Community College - Tennessee",,,,,,,,13,14,14,14,14,,14
"Southside College of Health Sciences - Virginia",,,,,,,,,,,,,,
"Southern Westchester BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Southern Vermont College - Vermont",,,,,14,17,15,16,17,16,15,19,14,14
"Southern States University - California",,,,,,,,,,,,,,
"Shepherds College - Wisconsin",,,,,,,,,,,,,,
"Southern New Hampshire University - New Hampshire",,,,,,,,,,,18,18,,
"Southeastern Technical Institute - Massachusetts",,,,,,,,,,,,,,
"Southeastern Baptist Theological Seminary - North Carolina",,,,,,,,16,,,,,,
"South Hills School of Business & Technology - Pennsylvania",,,,,,,,,,,,,,
"Smith College - Massachusetts",,,,,,,,,,,,25,25,25
"Signature Healthcare Brockton Hospital School of Nursing - Massachusetts",,,,,,,,,,,,,,
"Siena Heights University - Michigan",,,,,,18,19,19,18,18,17,18,17,18
"Siena College - New York",,,,,,,23,22,23,22,22,23,20,23
"Shorter University-College of Adult & Professional Programs - Georgia",,,,,,,,,,,,,,
"Southern California Institute of Technology - California",,,,,,,,,,,,,,
"Crossroads College - Minnesota",,,,,,,,,,14,17,17,17,17
"North-West College-Glendale - California",,,,,,,,,,,,,,
"CVPH Medical Center School of Radiologic Technology - New York",,,,,,,,,,,,,,
"Northwest Nannies Institute - Oregon",,,,,,,,,,,,,,
"North-West College-Van Nuys - California",,,,,,,,,,,,,,
"North-West College-Riverside - California",,,,,,,,,,,,,,
"North-West College-Pomona - California",,,,,,,,,,,,,,
"North-West College-Long Beach - California",,,,,,,,,,,,,,
"North-West College-Anaheim - California",,,,,,,,,,,,,,
"Nevada Career Institute - Nevada",,,,,,,,,,,,,,
"Missouri Tech - Missouri",,,,,,,,,,,,,,
"Milligan College - Tennessee",,,,,,,22,22,21,21,21,20,20,22
"Mercy School of Nursing - North Carolina",,,,,,,,,,,,,,
"Medical Career Institute - New Jersey",,,,,,,,,,,,,,
"Med-Assist School of Hawaii Inc - Hawaii",,,,,,,,,,,,,,
"L'Academie de Cuisine - Maryland",,,,,,,,,,,,,,
"Kennesaw State University - Georgia",,,,,,,21,21,20,20,20,20,20,20
"Keiser University-Ft Lauderdale - Florida",,,,,,,,,,,,,,
"J Everett Light Career Center - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Overland Park - Kansas",,,,,,,,,,,,,,
"Northwood University-Florida - Florida",,,,,,,17,17,18,18,17,17,18,18
"Ohio Christian University - Ohio",,,,,,,17,17,17,17,17,16,17,17
"Pacific College of Health Science-Chicago - Illinois",,,,,,,,,,,,,,
"Professional Massage Training Center - Missouri",,,,,,,,,,,,,,
"Tennessee Temple University - Tennessee",,,,,,,18,16,16,16,17,15,17,17
"SUNY Empire State College - New York",,,,,,,,,,,,,,
"Summit Salon Academy-Gainesville - Florida",,,,,,,,,,,,,,
"Spartan College of Aeronautics and Technology - Oklahoma",,,,,,,,,,,,,,
"Southern Polytechnic State University - Georgia",,,,,,,22,22,21,21,21,20,20,19
"Southeastern College-West Palm Beach - Florida",,,,,,,,,,,,,,
"Southeastern College-Jacksonville - Florida",,,,,,,,,,,,,,
"Southeastern College-Columbia - South Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Green Bay - Wisconsin",,,,,,,,,,,,,,
"Southeastern College-Charlotte - North Carolina",,,,,,,,,,,,,,
"Skyline College-Roanoke - Virginia",,,,,,,,,,,,,,
"Sessions College for Professional Design - Arizona",,,,,,,,,,,,,,
"Saint John's Seminary - Massachusetts",,,,,,,,,,,,,,
"Saint Francis Medical Center School of Nursing - New Jersey",,,,,,,,,,,,,,
"Rockland County BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Rensselaer BOCES-Practical Nursing Program - New York",,,,,,,,,,,,,,
"Remington College-Tampa Campus - Florida",,,,,,,,,,,,,,
"Rabbinical Seminary Mkor Chaim - New Jersey",,,,,,,,,,,,,,
"Southeastern College-Charleston - South Carolina",,,,,,,,,,,,,,
"Touro University Worldwide - California",,,,,,,,,,,,,,
"ITT Technical Institute-Culver City - California",,,,,,,,,,,,,,
"Interface College-Spokane - Washington",,,,,,,,,,,,,,
"Bon Secours Memorial College of Nursing - Virginia",,,,,,,,,,,,,,
"Bethesda University - California",,,,,,,,,,,,,,
"Aveda Arts & Sciences Institute Seattle - Washington",,,,,,,,,,,,,,
"Ascent College - Virginia",,,,,,,,,,,,,,
"Alexandria School of Scientific Therapeutics - Indiana",,,,,,,,,,,,,,
"Alexander Paul Institute of Hair Design - North Carolina",,,,,,,,,,,,,,
"Washington Hospital School of Radiologic Technology - Pennsylvania",,,,,,,,,,,,,18,18
"Vaughn College of Aeronautics and Technology - New York",,,,,,,,,,17,,,,
"University of Arkansas-Fort Smith - Arkansas",,,,,,,,19,19,19,19,19,19,19
"Trinity Lutheran College - Washington",,,,,,,,,14,,,20,14,14
"Thomas College - Maine",,,,,,,,16,16,16,,15,18,15
"The Boston Conservatory - Massachusetts",,,,,,,,,21,,,,,
"South College-Asheville - North Carolina",,,,,,,,,,,,,,
"Shawsheen Valley School of Practical Nursing - Massachusetts",,,,,,,,,,,,,,
"Saint Catharine College - Kentucky",,,,,,18,,,,,,,,
"Rogers State University - Oklahoma",,,,,,16,16,17,17,18,17,,,
"Remington College-Shreveport Campus - Louisiana",,,,,,,,,,,,,,
"Brand College - California",,,,,,,,,,,,,,
"Brensten Education - Wisconsin",,,,,,,,,,,,,,
"Briar Cliff University - Iowa",,,,,,,19,,,,,,,
"Burlington College - Vermont",,,,,,,,,,,,,,
"Husson University - Maine",,,,,,,17,17,19,17,16,17,,
"Houston International College Cardiotech Ultrasound School - Texas",,,,,,,,,,,,,,
"Harcum College - Pennsylvania",,,,,,,,,,,,,,
"Gods Bible School and College - Ohio",,,,,,,,,,,,,,
"Glendale Career College - California",,,,,,,,,,,,,,
"FINE Mortuary College - Massachusetts",,,,,,,,,,,,,,
"Dowling College - New York",,,,,,,,,,,,,,
"DeVry University-Utah - Utah",,,,,,,,,,,,,,
"ITT Technical Institute-Cary - North Carolina",,,,,,,,,,,,,,
"DeVry University-Maryland - Maryland",,,,,,,,,,,,,,
"D'Mart Institute - Puerto Rico",,,,,,,,,,,,,,
"Colorado Christian University - Colorado",,,,,,,,,,,,,19,20
"Cleveland State Community College - Tennessee",,,,,,,17,17,16,16,16,17,16,16
"Clearwater Christian College - Florida",,,,,,,18,19,19,19,19,19,19,19
"Casal Aveda Institute - Ohio",,,,,,,,,,,,,,
"Cambridge Technical Institute - Puerto Rico",,,,,,,,,,,,,,
"Calumet College of Saint Joseph - Indiana",,,,,,,,15,16,14,,,,
"Butler Technology and Career Development Schools - Ohio",,,,,,,,,,,,,,
"Dance Theatre of Harlem Inc - New York",,,,,,,,,,,,,,
"Remington College-North Houston Campus - Texas",,,,,,,,,,,,,,
"Trine University-Regional/Non-Traditional Campuses - Indiana",,,,,,,,,,,,,,
"W F Kaynor Technical High School - Connecticut",,,,,,,,,,,,,,
"Minnesota School of Business-Richfield - Minnesota",,,,,,,,,,,,21,,
"Mercy-St Luke's School of Radiologic Technology - Iowa",,,,,,,,,,,,19,18,
"Firelands Regional Medical Center School of Nursing - Ohio",,,,,,,,,,,,21,20,20
"Faxton-St Luke's Healthcare School of Radiologic Technology - New York",,,,,,,,,,,,19,,17
"Columbia State Community College - Tennessee",,,,,,,,,,,,16,17,17
"Avera McKennan Hospital School of Radiologic Technology - South Dakota",,,,,,,,,,,,10,12,12
"Western Oklahoma State College - Oklahoma",,,,,,,,,,,16,16,16,16
"Wesley College - Mississippi",,,,,,,,,,,14,,,
"Victory University - Tennessee",,,,,,,,,,,15,16,16,
"Utah State University-Regional Campuses and Distance Education - Utah",,,,,,,,,,,18,18,17,18
"Tennessee State University - Tennessee",,,,,,,,,,,16,16,16,16
"Springfield Regional School of Nursing - Ohio",,,,,,,,,,,18,18,20,19
"Southern Catholic College - Georgia",,,,,,,,,,,16,15,,
"South Georgia College - Georgia",,,,,,,,,,,16,16,,
"Sanford Medical Center - South Dakota",,,,,,,,,,,22,22,22,22
"Sage College of Albany - New York",,,,,,,,,,,20,19,19,18
"Rocky Mountain College of Art and Design - Colorado",,,,,,,,,,,19,18,17,
"Minnesota School of Business-Waite Park - Minnesota",,,,,,,,,,,,21,,
"Southwest University of Visual Arts-Albuquerque - New Mexico",,,,,,,,,,,,16,17,17
"Southwest University of Visual Arts-Tucson - Arizona",,,,,,,,,,,,16,16,18
"Springfield College in Illinois - Illinois",,,,,,,,,,,,17,16,17
"National Louis University - Illinois",,,,,,,,,,15,,19,16,
"Saint Joseph Seminary College - Louisiana",,,,,,,,,,,,,,4
"Northpoint Bible College - Massachusetts",,,,,,,,,,,,,,14
"Nichols Career Center - Missouri",,,,,,,,,,,,,,20
"Minnesota School of Business-Plymouth - Minnesota",,,,,,,,,,,,,,21
"Hobe Sound Bible College - Florida",,,,,,,,,,,,,,14
"Heritage Valley Sewickley School of Nursing - Pennsylvania",,,,,,,,,,,,,,16
"Darton State College - Georgia",,,,,,,,,,,,,,15
"Nashville State Community College - Tennessee",,,,,,,,,,,15,15,15,15
"CHI Health School of Radiologic Technology - Nebraska",,,,,,,,,,,,,,19
"Brandywine School of Nursing - Pennsylvania",,,,,,,,,,,,,,20
"Barnes-Jewish College Goldfarb School of Nursing - Missouri",,,,,,,,,,,,,,23
"American Indian College Inc - Arizona",,,,,,,,,,,,,,16
"Westwood College-Ft Worth - Texas",,,,,,,,,,,,,20,17
"The Illinois Institute of Art-Chicago - Illinois",,,,,,,,,,,,,16,10
"The Art Institute of Washington - Virginia",,,,,,,,,,,,,17,14
"Blessing Rieman College of Nursing and Health Sciences - Illinois",,,,,,,,,,,,,22,21
"Washington Health System School of Nursing - Pennsylvania",,,,,,,,,,,,18,19,19
"Chattanooga State Community College - Tennessee",,,,,,,,,,,,,,15
"Unification Theological Seminary - New York",,,,,,,,,,,,,,
"Lambuth University - Tennessee",,,,,,,,,,,18,20,20,20
"Institute of Production and Recording - Minnesota",,,,,,,,,,,22,21,,
"Lyme Academy College of Fine Arts - Connecticut",,,,,,,,,16,23,,4,15,
"Gainesville State College - Georgia",,,,,,,,,17,17,,,,
"Central Bible College - Missouri",,,,,,,,,19,,18,18,18,18
"Cairn University-Wisconsin Wilderness - Wisconsin",,,,,,,,,22,20,22,21,23,21
"Augusta State University - Georgia",,,,,,,,,18,18,17,17,17,16
"Ashford University - California",,,,,,,,,19,18,18,,,15
"Virginia Intermont College - Virginia",,,,,,,,18,18,18,11,18,18,18
"University of Maine at Machias - Maine",,,,,,,,18,15,17,17,16,15,18
"San Diego State University-Imperial Valley Campus - California",,,,,,,,16,16,17,14,16,19,17
"Polytechnic Institute of New York University - New York",,,,,,,,28,27,26,,,,
"Pearl River Community College - Mississippi",,,,,,,,20,20,20,,,17,17
"Motlow State Community College - Tennessee",,,,,,,,17,17,17,16,17,16,16
"Mid-Continent University - Kentucky",,,,,,,,15,17,17,17,17,14,16
"Lexington College - Illinois",,,,,,,,15,20,17,16,18,19,17
"Yeshiva Toras Chaim Talmudical Seminary - Colorado",,,,,,,,,,,,,,
"World Mission University - California",,,,,,,,,,,,,,
"Wilkes-Barre Area Career and Technical Center Practical Nursing - Pennsylvania",,,,,,,,,,,,,,
"Macon State College - Georgia",,,,,,,,,16,17,,,,16
"Pellissippi State Community College - Tennessee",,,,,,,,,18,17,20,20,17,17
"Texas A & M University-Galveston - Texas",,,,,,,,,22,21,21,20,20,21
"University of North Georgia - Georgia",,,,,,,,,21,21,21,20,20,20
"Fortis Institute-Wayne - New Jersey",,,,,,,,,,,17,,,
"Dana College - Nebraska",,,,,,,,,,,20,19,20,20
"Columbia College - Missouri",,,,,,,,,,,20,19,20,20
"College of Visual Arts - Minnesota",,,,,,,,,,,20,,18,19
"Bethany University - California",,,,,,,,,,,16,17,18,15
"Ashland University Dwight Schar College of Nursing - Ohio",,,,,,,,,,,19,19,19,5
"Volunteer State Community College - Tennessee",,,,,,,,,,16,17,16,16,16
"Saint Pauls College - Virginia",,,,,,,,,,12,13,13,13,13
"Jackson State Community College - Tennessee",,,,,,,,,,,16,16,16,16
"Research College of Nursing - Missouri",,,,,,,,,,21,22,21,22,21
"Northeast State Community College - Tennessee",,,,,,,,,,16,18,17,16,16
"Montana State University Billings - Montana",,,,,,,,,,19,18,18,19,19
"Jefferson Regional Medical Center School of Nursing - Arkansas",,,,,,,,,,18,6,14,3,7
"Dyersburg State Community College - Tennessee",,,,,,,,,,17,15,17,15,16
"Corcoran College of Art and Design - Washington DC",,,,,,,,,,20,20,19,16,14
"Bainbridge State College - Georgia",,,,,,,,,,16,,,,
"Washington Bible College-Capital Bible Seminary - Maryland",,,,,,,,,15,,,16,,
"Washburn University - Kansas",,,,,,,,,19,19,19,19,19,19
"Philander Smith College - Arkansas",,,,,,,,,,16,16,14,14,14
"Remington College-Nashville Campus - Tennessee",,,,,,,,,,,,,,
"Remington College-Mobile Campus - Alabama",,,,,,,,,,,,,,
"Remington College-Memphis Campus - Tennessee",,,,,,,,,,,,,,
"ITT Technical Institute-Houston North - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Hilliard - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-High Point - North Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Hialeah - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Henderson - Nevada",,,,,,,,,,,,,,
"ITT Technical Institute-Harrisburg - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Hanover - Maryland",,,,,,,,,,,,,,
"ITT Technical Institute-Greenville - South Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Greenfield - Wisconsin",,,,,,,,,,,,,,
"ITT Technical Institute-Getzville - New York",,,,,,,,,,,,,,
"ITT Technical Institute-Fort Wayne - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Fort Myers - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Fort Lauderdale - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Everett - Washington",,,,,,,,,,,,,,
"ITT Technical Institute-Eden Prairie - Minnesota",,,,,,,,,,,,,,
"ITT Technical Institute-Earth City - Missouri",,,,,,,,,,,,,,
"ITT Technical Institute-Durham - North Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Houston West - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Indianapolis - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Indianapolis East - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Jacksonville - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Merrillville - Indiana",,,,,,,,,,,,,,
"ITT Technical Institute-Maumee - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Marlton - New Jersey",,,,,,,,,,,,,,
"ITT Technical Institute-Madison - Wisconsin",,,,,,,,,,,,,,
"ITT Technical Institute-Madison - Mississippi",,,,,,,,,,,,,,
"ITT Technical Institute-Madison - Alabama",,,,,,,,,,,,,,
"ITT Technical Institute-Louisville - Kentucky",,,,,,,,,,,,,,
"ITT Technical Institute-Liverpool - New York",,,,,,,,,,,,,,
"ITT Technical Institute-Dunmore - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Little Rock - Arkansas",,,,,,,,,,,,,,
"ITT Technical Institute-Levittown - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Lathrop - California",,,,,,,,,,,,,,
"ITT Technical Institute-Las Vegas - Nevada",,,,,,,,,,,,,,
"ITT Technical Institute-Lake Mary - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Knoxville - Tennessee",,,,,,,,,,,,,,
"ITT Technical Institute-Kennesaw - Georgia",,,,,,,,,,,,,,
"ITT Technical Institute-Kansas City - Missouri",,,,,,,,,,,,,,
"ITT Technical Institute-Johnson City - Tennessee",,,,,,,,,,,,,,
"ITT Technical Institute-Lexington - Kentucky",,,,,,,,,,,,,,
"ITT Technical Institute-Mobile - Alabama",,,,,,,,,,,,,,
"ITT Technical Institute-Duluth - Georgia",,,,,,,,,,,,,,
"ITT Technical Institute-DeSoto - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Arlington Heights - Illinois",,,,,,,,,,,,,,
"ITT Technical Institute-Arlington - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Albuquerque - New Mexico",,,,,,,,,,,,,,
"ITT Technical Institute-Albany - New York",,,,,,,,,,,,,,
"ITT Technical Institute-Akron - Ohio",,,,,,,,,,,,,,
"InterCoast Colleges-Santa Ana - California",,,,,,,,,,,,,,
"Helene Fuld College of Nursing - New York",,,,,,,,,,,,,,
"Hawkeye Community College - Iowa",,,,,,,,,,,,,,
"Eastern Virginia Career College - Virginia",,,,,,,,,,,,,,
"duCret School of Arts - New Jersey",,,,,,,,,,,,,,
"DeVry University-Wisconsin - Wisconsin",,,,,,,,,,,,,,
"DeVry University-Washington - Washington",,,,,,,,,,,,,,
"DeVry University-Oregon - Oregon",,,,,,,,,,,,,,
"DeVry University-Minnesota - Minnesota",,,,,,,,,,,,,,
"DeVry University-Michigan - Michigan",,,,,,,,,,,,,,
"Dell'Arte International School of Physical Theatre - California",,,,,,,,,,,,,,
"Daniel Webster College - New Hampshire",,,,,,,,16,17,15,18,18,19,19
"ITT Technical Institute-Arnold - Missouri",,,,,,,,,,,,,,
"ITT Technical Institute-Atlanta - Georgia",,,,,,,,,,,,,,
"ITT Technical Institute-Aurora - Colorado",,,,,,,,,,,,,,
"ITT Technical Institute-Austin - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Dearborn - Michigan",,,,,,,,,,,,,,
"ITT Technical Institute-Dayton - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Corona - California",,,,,,,,,,,,,,
"ITT Technical Institute-Cordova - Tennessee",,,,,,,,,,,,,,
"ITT Technical Institute-Concord - California",,,,,,,,,,,,,,
"ITT Technical Institute-Columbus - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Columbia - South Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Clovis - California",,,,,,,,,,,,,,
"ITT Technical Institute-Douglasville - Georgia",,,,,,,,,,,,,,
"ITT Technical Institute-Clive - Iowa",,,,,,,,,,,,,,
"ITT Technical Institute-Charlotte South - North Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Charlotte North - North Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Chantilly - Virginia",,,,,,,,,,,,,,
"ITT Technical Institute-Canton - Michigan",,,,,,,,,,,,,,
"ITT Technical Institute-Brooklyn Center - Minnesota",,,,,,,,,,,,,,
"ITT Technical Institute-Boise - Idaho",,,,,,,,,,,,,,
"ITT Technical Institute-Bessemer - Alabama",,,,,,,,,,,,,,
"ITT Technical Institute-Baton Rouge - Louisiana",,,,,,,,,,,,,,
"ITT Technical Institute-Chattanooga - Tennessee",,,,,,,,,,,,,,
"ITT Technical Institute-Murray - Utah",,,,,,,,,,,,,,
"ITT Technical Institute-Myrtle Beach - South Carolina",,,,,,,,,,,,,,
"ITT Technical Institute-Nashville - Tennessee",,,,,,,,,,,,,,
"Modern Technology School - California",,,,,,,,,,,,,,
"Michigan Jewish Institute - Michigan",,,,,,,,,,,,,,
"Miami Ad School-Atlanta - Georgia",,,,,,,,,,,,,,
"Keser Torah-Mayan Hatalmud - New Jersey",,,,,,,,,,,,,,
"ITT Technical Institute-Youngstown - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Wyoming - Michigan",,,,,,,,,,,,,,
"ITT Technical Institute-Wilmington - Massachusetts",,,,,,,,,,,,,,
"ITT Technical Institute-Wichita - Kansas",,,,,,,,,,,,,,
"ITT Technical Institute-Westminster - Colorado",,,,,,,,,,,,,,
"ITT Technical Institute-West Palm Beach - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Webster - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Warrensville Heights - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Waco - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Tulsa - Oklahoma",,,,,,,,,,,,,,
"ITT Technical Institute-Tucson - Arizona",,,,,,,,,,,,,,
"ITT Technical Institute-Troy - Michigan",,,,,,,,,,,,,,
"ITT Technical Institute-Torrance - California",,,,,,,,,,,,,,
"New York College of Health Professions - New York",,,,,,,,,,,,,,
"Northwest College of Art & Design - Washington",,,,,,,,,,,,,,
"Northwood University-Texas - Texas",,,,,,,,17,17,16,17,18,18,19
"Oklahoma Panhandle State University - Oklahoma",,,,,,16,17,16,16,16,17,16,16,16
"Remington College-Little Rock Campus - Arkansas",,,,,,,,,,,,,,
"Remington College-Lafayette Campus - Louisiana",,,,,,,,,,,,,,
"Remington College-Houston Southeast Campus - Texas",,,,,,,,,,,,,,
"Remington College-Houston Campus - Texas",,,,,,,,,,,,,,
"Remington College-Honolulu Campus - Hawaii",,,,,,,,,,,,,,
"Remington College-Heathrow Campus - Florida",,,,,,,,,,,,,,
"Remington College-Fort Worth Campus - Texas",,,,,,,,,,,,,,
"Remington College-Dallas Campus - Texas",,,,,,,,,,,,,,
"ITT Technical Institute-Tempe - Arizona",,,,,,,,,,,,,,
"Remington College-Columbia Campus - South Carolina",,,,,,,,,,,,,,
"Remington College-Baton Rouge Campus - Louisiana",,,,,,,,,,,,,,
"Raritan Valley Community College - New Jersey",,,,,,,,,,,,,,
"Rabbinical College of Ohr Shimon Yisroel - New York",,,,,,,,,,,,,,
"Rabbinical College of Ch'san Sofer New York - New York",,,,,,,,,,,,,,
"Pittsburgh Technical College - Pennsylvania",,,,,,,,,,,,,,
"Pittsburgh Career Institute - Pennsylvania",,,,,,,,,,,,,,
"Piedmont International University - North Carolina",,,,,,15,14,15,16,,,,,
"Palmer College of Chiropractic - Iowa",,,,,,,,,,,,,,
"Remington College-Cleveland Campus - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Tarentum - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Tampa - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Tallahassee - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Phoenix West - Arizona",,,,,,,,,,,,,,
"ITT Technical Institute-Phoenix - Arizona",,,,,,,,,,,,,,
"ITT Technical Institute-Philadelphia - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Pensacola - Florida",,,,,,,,,,,,,,
"ITT Technical Institute-Oxnard - California",,,,,,,,,,,,,,
"ITT Technical Institute-Owings Mills - Maryland",,,,,,,,,,,,,,
"ITT Technical Institute-Orland Park - Illinois",,,,,,,,,,,,,,
"ITT Technical Institute-Orange - California",,,,,,,,,,,,,,
"ITT Technical Institute-Pittsburgh - Pennsylvania",,,,,,,,,,,,,,
"ITT Technical Institute-Omaha - Nebraska",,,,,,,,,,,,,,
"ITT Technical Institute-Oakland - California",,,,,,,,,,,,,,
"ITT Technical Institute-Oak Brook - Illinois",,,,,,,,,,,,,,
"ITT Technical Institute-Norwood - Ohio",,,,,,,,,,,,,,
"ITT Technical Institute-Norwood - Massachusetts",,,,,,,,,,,,,,
"ITT Technical Institute-North Charleston - South Carolina",,,,,,,,,,,,,,
